testName,specimen,code,name,result,answer,standardSdi,detailSdi,maker,instrument
"-Specific Gravity","CU-25-01","1000000633","녹색병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000669","그레이스병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000678","대전대학교 대전한방병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000000679","구로성심병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000680","청파의료재단 수원중앙병원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000698","(재)제일산업의학연구소부설 녹색의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000715","국립춘천병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000744","대한산업보건협회 울산지역본부","1.015","","","-4.00","Abbott","육안판독"
"-Specific Gravity","CU-25-01","1000000767","반도정형외과병원","1.015","","","-4.00","Abbott","육안판독"
"-Specific Gravity","CU-25-01","1000000779","의료법인 우범의료재단 장흥종합병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000799","힐링의료재단 옥천성모병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000820","해병대 제2사단 의무대대","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000824","서울 양병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000000844","온누리연합내과","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000850","일산복음병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000855","우리내과의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000856","서울산보람병원","1.010","","-25.00","","YD diagnostics","Uriscan pro2"
"-Specific Gravity","CU-25-01","1000000867","청도대남병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000868","양경의료재단중앙U병원","1.010","","-5.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000000908","예산종합병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000923","메디힐병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000943","송정사랑병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000000987","광양제철소부속의원","1.016","","4.57","4.57","Sysmex","UC-3500"
"-Specific Gravity","CU-25-01","1000000989","효성시티병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000000995","한화생명보험(주) 부산부속의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001002","온누리병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001004","운암한국병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001034","순천제일병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001040","화명일신기독병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001042","박근석, 김진휘 내과의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001091","민병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001117","창동제일의원","1.012","","-15.00","-3.73","YD diagnostics","육안판독"
"-Specific Gravity","CU-25-01","1000001125","전주기독병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001221","예손병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001224","한사랑병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001235","세계로병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001299","나누리의료재단 나누리병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001311","서울내외의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001315","행복한요양병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001318","아이퍼스트아동병원","1.005","","-50.00","","YD diagnostics","URiSCAN PRO+"
"-Specific Gravity","CU-25-01","1000001319","의료법인 토마스의료재단 윌스기념병원(수원)","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001333","HM병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001341","이정균내과","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001343","서천서해병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001346","mizhospital","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001352","구미 강남병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001367","울산제일병원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001372","기쁨병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001374","의료재단 녹십자 (광주)","1.015","","3.14","3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-01","1000001382","한길안과병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001390","울들병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001398","강남하트스캔의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001433","상남 굿모닝 내과병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001461","이기은 진단 검사 의학과 의원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001524","둔산속편한내과영상의학과의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001531","여수백병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001546","연세새로운병원","1.020","","3.74","","Siemens Healthineers","CLINITEK Status® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-01","1000001573","광주동림병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001587","장성혜원병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001602","큐병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001615","바른 병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001628","장사랑내과영상의학과의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001631","제1전투비행단 항공의무대대","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001632","경기도립 노인전문 남양주병원","1.020","","25.00","","YD diagnostics","Uriscan pro2"
"-Specific Gravity","CU-25-01","1000001634","공군 11전투비행단 항공의무전대","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001635","카이스트 부속의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001649","3사단 의무대대","1.005","","-50.00","-3.36","YD diagnostics","Uriscan optima"
"-Specific Gravity","CU-25-01","1000001659","공군제38전투비행전대","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001665","28사단 의무근무대","1.005","","-50.00","-3.36","YD diagnostics","Uriscan optima"
"-Specific Gravity","CU-25-01","1000001684","인천W여성병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001685","광주새우리병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001690","제10전투비행단 항공의무대대","1.020","","25.00","","YD diagnostics","Uriscan pro2"
"-Specific Gravity","CU-25-01","1000001698","인천해역방어사령부","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001706","해군작전사령부","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001722","의료법인 지평의료재단 메가병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001753","창녕 서울병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001766","부산힘찬병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001780","현대요양병원","1.005","","-50.00","-3.36","YD diagnostics","Uriscan optima"
"-Specific Gravity","CU-25-01","1000001809","한양류마디병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001850","경기도립노인전문용인병원","1.020","","25.00","","YD diagnostics","Uriscan pro2"
"-Specific Gravity","CU-25-01","1000001857","부산성소병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001867","모두병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001872","(사)한국건강관리협회 중앙검사본부 중앙검사의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001877","인본병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001893","한일병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001897","새나래병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001901","맥켄지일신재활병원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001902","속초정요양병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001907","해군1함대 의무대","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001920","오산버팀병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001929","다인병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000001931","해군사관학교 의무대","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001944","e서울내과의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001947","양산제일병원","1.014","","-5.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000001952","서전의료재단 한사랑병원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002082","바로선병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000002091","서울내과의원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002101","수원버팀병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002127","(의)리노의료재단 유성웰니스재활병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002161","강원특별자치도재활병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002176","나누리수원병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002196","미래여성병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002204","미래여성병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002209","척시원병원","1.025","","50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002210","(의)나라의료재단 중앙나라요양병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002245","제일정형외과병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002283","성모내과의원","1.010","","-25.00","","YD diagnostics","URiSCAN OPTIMA+"
"-Specific Gravity","CU-25-01","1000002285","신세계병원 ","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002321","인천더드림병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002473","삼성미래산부인과","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002516","동탄시티병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002531","세계로병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002550","성남 성모윌병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002560","SG삼성조은병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002570","광주시립제1요양병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002585","태평드림내과","1.020","","25.00","","YD diagnostics","URiSCAN OPTIMA+"
"-Specific Gravity","CU-25-01","1000002595","영주적십자병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002622","나르샤병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002624","인천보훈병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002631","고은빛여성병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002633","달려라병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002673","베스티안병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002681","무주군보건의료원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000002689","연세본사랑병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002703","해군 제주기지전대 의무대","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002741","정관일신기독병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002793","화성디에스병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002798","아너의료재단 아름다운 강산병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002823","연세아란산부인과의원","1.020","","25.00","","YD diagnostics","URiSCAN OPTIMA+"
"-Specific Gravity","CU-25-01","1000002854","분당제일여성병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002859","원광종합병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002864","빛가람종합병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002910","근로복지공단 경기요양병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000002923","아이엠재활병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000002937","연세메디하임병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002944","서울굿모닝내과의원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002948","더웰내과의원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000002994","여수중앙병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003006","힘내라병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003028","snu서울병원","1.005","","-50.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003070","의료법인 인산의료재단 자인플러스병원","1.025","","50.00","","YD diagnostics","URiSCAN PRO+"
"-Specific Gravity","CU-25-01","1000003094","송도미래내과의원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003132","부산미남병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003174","서울현병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003218","임종채내과의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003224","청주탑엔도내과","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000003243","세종365의원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000003573","마라톤정형외과병원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003580","성광의료재단 잠실차여성의원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003581","프라이드병원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","1000003592","굿프라임메디컬의원","1.030","","4.14","","㈜디에프아이","디유리더 R-600S"
"-Specific Gravity","CU-25-01","1000003607","트리니움여성병원","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","1000003625","광주웰니스내과의원","1.010","","-25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","100000P008","연천군 보건의료원","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","100000P018","서귀포시동부보건소","1.020","","6.75","","Roche","Others"
"-Specific Gravity","CU-25-01","100000P033","송파구보건소","1.020","","6.75","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","100000P063","인천중구보건소","0.015","","-1249.50","","Roche","cobas u 411"
"-Specific Gravity","CU-25-01","100000P078","인제군보건소","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-01","100000P098","양구군보건소","1.020","","25.00","","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-02","1000000016","대구파티마병원","1.009","","3.29","3.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000027","국군서울지구병원","1.009","","3.29","3.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000169","한국건강관리협회 경기도지부","1.009","","3.29","3.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000212","국립마산병원","1.010","","4.71","4.71","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000249","대한항공부속의원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000000293","여수전남병원","1.009","","3.29","3.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000438","국립정신건강센터","1.010","","4.71","4.71","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000000461","광주하남성심병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000000518","원진녹색병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000000642","서울특별시 서북병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000000820","해병대 제2사단 의무대대","1.025","","3.18","3.62","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-02","1000000938","서울 속편한내과의원","0.015","","-255.79","-293.44","YD diagnostics","Uriscan pro"
"-Specific Gravity","CU-25-02","1000000987","광양제철소부속의원","1.010","","4.71","4.71","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000001006","서울특별시어린이병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000001307","행당외과영상의학과의원","1.025","","3.18","3.50","YD diagnostics","Uriscan optima"
"-Specific Gravity","CU-25-02","1000001374","의료재단 녹십자 (광주)","1.009","","3.29","3.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000001453","좋은삼정병원","1.003","","-5.29","-5.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-02","1000001546","연세새로운병원","1.020","","8.29","","Siemens Healthineers","CLINITEK Status® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000002097","마산우리요양병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Status®+ Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000002418","BB요양병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Status®+ Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000002833","호남권역재활병원","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000002896","해성산부인과의원","1.015","","4.71","","Siemens Healthineers","CLINITEK Status®+ Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","1000003070","의료법인 인산의료재단 자인플러스병원","1.025","","3.18","","YD diagnostics","URiSCAN PRO+"
"-Specific Gravity","CU-25-02","1000003592","굿프라임메디컬의원","1.030","","7.36","","㈜디에프아이","디유리더 R-600S"
"-Specific Gravity","CU-25-02","100000P020","영등포구보건소","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","100000P044","중랑구보건소","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","100000P049","강서구보건소","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","100000P063","인천중구보건소","0.010","","-499.10","-312.25","Roche","cobas u 411"
"-Specific Gravity","CU-25-02","100000P070","성북보건소","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-02","100000P074","분당구보건소","1.015","","4.71","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000000005","경북대학교병원","1.026","","4.00","4.00","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000059","한림대학교 의료원 한강성심병원","1.021","","-3.14","-3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000129","하나병원","0.021","","-1431.71","-1431.71","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000139","국군구리병원","1.020","","-4.57","-4.57","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000212","국립마산병원","1.036","","18.29","18.29","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000298","근로복지공단 대전병원","1.015","","-4.06","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000000438","국립정신건강센터","1.026","","4.00","4.00","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000466","(의)합포의료재단 SMG연세병원","1.015","","-4.06","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000000512","경상북도김천의료원","1.020","","-4.57","-4.57","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000532","의료법인 목포구암의료재단 목포중앙병원","1.021","","-3.14","-3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000875","POSCO 부속의원","1.021","","-3.14","-3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000000877","순천의료원","1.028","","4.06","","Siemens Healthineers","CLINITEK Novus™ Automated Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000000987","광양제철소부속의원","1.026","","4.00","4.00","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000001268","성요셉가정의학과의원","1.005","","-5.27","-5.27","Abbott","UroMeter720 "
"-Specific Gravity","CU-25-03","1000001374","의료재단 녹십자 (광주)","1.026","","4.00","4.00","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000001384","동남권원자력의학원원자력병원","1.021","","-3.14","-3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000001483","서준의료재단 예천권병원","1.008","","-4.27","-4.27","Abbott","UroMeter720 "
"-Specific Gravity","CU-25-03","1000001553","두암기독병원","1.005","","-5.27","-5.27","Abbott","UroMeter720 "
"-Specific Gravity","CU-25-03","1000001741","맑은샘병원","1.015","","-4.06","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000002077","아인의료재단 아인병원","1.021","","-3.14","-3.14","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000002296","장안속내과","1.030","","3.07","3.07","Abbott","UroMeter720 "
"-Specific Gravity","CU-25-03","1000002399","부산 순 병원","1.015","","-4.06","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000002418","BB요양병원","1.010","","-7.19","","Siemens Healthineers","CLINITEK Status®+ Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","1000002696","샘고을요양병원","1.010","","-3.60","-3.42","Abbott","UroMeter120 "
"-Specific Gravity","CU-25-03","1000002748","비케이내과의원","1.200","","59.73","57.87","Abbott","UroMeter120 "
"-Specific Gravity","CU-25-03","1000003146","김포정원내과의원","0.020","","-333.60","-333.60","Abbott","UroMeter720 "
"-Specific Gravity","CU-25-03","1000003563","의료법인녹십자의료재단양산녹십자의원","1.020","","-4.57","-4.57","Sysmex","UC-3500"
"-Specific Gravity","CU-25-03","1000003565","둔산한빛내과","1.010","","-3.60","-3.42","Abbott","UroMeter120 "
"-Specific Gravity","CU-25-03","1000003592","굿프라임메디컬의원","1.000","","-7.00","-7.15","㈜디에프아이","디유리더 R-600S"
"-Specific Gravity","CU-25-03","100000P023","서초구보건소","1.015","","-4.06","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Specific Gravity","CU-25-03","100000P063","인천중구보건소","0.015","","-166.68","-355.89","Roche","cobas u 411"
"-Glucose","CU-25-01","1000000358","삼성서울병원","±","-","","","Roche","cobas 6500(u601)"
"-Glucose","CU-25-01","1000000907","황효주내과의원","±","-","","","Abbott","육안판독"
"-Glucose","CU-25-01","1000001837","김정백 내과","±","-","","","Abbott","육안판독"
"-Glucose","CU-25-01","1000001870","속편한내과 서울한강점","4+","-","","","㈜디에프아이","디유리더 R-50"
"-Glucose","CU-25-01","1000001961","성지내과이비인후과의원","1+","-","","","YD diagnostics","Uriscan optima"
"-Glucose","CU-25-01","1000002571","이준상내과","4+","-","","","YD diagnostics","육안판독"
"-Glucose","CU-25-02","1000000358","삼성서울병원","±","-","","","Roche","cobas 6500(u601)"
"-Glucose","CU-25-02","1000000907","황효주내과의원","1+","-","","","Abbott","육안판독"
"-Glucose","CU-25-02","1000001772","서울의원","3+","-","","","Abbott","UroMeter720 "
"-Glucose","CU-25-02","1000002541","하나병원","±","-","","","㈜디에프아이","디유리더 R-600S"
"-Glucose","CU-25-02","1000002773","성모내과의원","1+","-","","","YD diagnostics","육안판독"
