testName,specimen,code,name,result,answer,standardSdi,detailSdi,maker,instrument
"-Glucose","CU-25-02","1000003070","의료법인 인산의료재단 자인플러스병원","3+","-","","","YD diagnostics","URiSCAN PRO+"
"-Glucose","CU-25-02","1000003248","목화병원","2+","-","","","Others","Others"
"-Glucose","CU-25-02","100000P064","만안구 보건소","±","-","","","Roche","cobas u 411"
"-Glucose","CU-25-02","100000P079","은평구보건소","2+","-","","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Glucose","CU-25-03","1000000112","아산재단보령아산병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000000140","국군춘천병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan super plus"
"-Glucose","CU-25-03","1000000144","국군고양병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan super plus"
"-Glucose","CU-25-03","1000000194","혜민병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan super plus"
"-Glucose","CU-25-03","1000000480","행촌의료재단 해남병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000000591","대전.충남지방병무청","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan super plus"
"-Glucose","CU-25-03","1000000668","진주세란병원","-","2+, 3+, 4+","","","Abbott","UroMeter720 "
"-Glucose","CU-25-03","1000000754","메디인 병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan super plus"
"-Glucose","CU-25-03","1000000787","영광기독병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro2"
"-Glucose","CU-25-03","1000001027","(의)인성의료재단 함평성심병원","-","2+, 3+, 4+","","","Abbott","UroMeter120 "
"-Glucose","CU-25-03","1000001076","분당21세기의원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001282","마음속내과","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan optima"
"-Glucose","CU-25-03","1000001352","구미 강남병원","±","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001363","김광석외과의원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan optima"
"-Glucose","CU-25-03","1000001378","무지개병원","1+","2+, 3+, 4+","","","㈜디에프아이","디유리더 720"
"-Glucose","CU-25-03","1000001390","울들병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001511","대구시티병원","1+","2+, 3+, 4+","","","Abbott","UroMeter720 "
"-Glucose","CU-25-03","1000001514","해운대 나눔과행복병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001518","삼천포서울병원","-","1+, 2+, 3+","","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-Glucose","CU-25-03","1000001522","성북성심의원","1+","2+, 3+, 4+","","","Abbott","UroMeter120 "
"-Glucose","CU-25-03","1000001546","연세새로운병원","4+","1+, 2+, 3+","","","Siemens Healthineers","CLINITEK Status® Urine Chemistry Analyzer"
"-Glucose","CU-25-03","1000001605","남악온누리내과의원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001618","영광기독신하병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro2"
"-Glucose","CU-25-03","1000001633","정다운요양병원","1+","2+, 3+, 4+","","","㈜디에프아이","디유리더 300"
"-Glucose","CU-25-03","1000001680","해병대사령부 의무대","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001737","바로본병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan optima"
"-Glucose","CU-25-03","1000001809","한양류마디병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000001826","새로운 내과","1+","2+, 3+, 4+","","","Abbott","육안판독"
"-Glucose","CU-25-03","1000002074","이승남강남베스트의원","1+","2+, 3+, 4+","","","YD diagnostics","육안판독"
"-Glucose","CU-25-03","1000002210","(의)나라의료재단 중앙나라요양병원","±","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000002570","광주시립제1요양병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000002571","이준상내과","-","2+, 3+, 4+","","","YD diagnostics","육안판독"
"-Glucose","CU-25-03","1000002823","연세아란산부인과의원","-","2+, 3+, 4+","","","YD diagnostics","URiSCAN OPTIMA+"
"-Glucose","CU-25-03","1000002912"," 화원연세병원","-","2+, 3+, 4+","","","Abbott","UroMeter720 "
"-Glucose","CU-25-03","1000002927","연세김창훈내과의원","1+","2+, 3+, 4+","","","Abbott","UroMeter120 "
"-Glucose","CU-25-03","1000002988","정다운병원","1+","2+, 3+, 4+","","","㈜디에프아이","디유리더 300"
"-Glucose","CU-25-03","1000002991","안산중앙내과의원","±","2+, 3+, 4+","","","YD diagnostics","Uriscan optima"
"-Glucose","CU-25-03","1000003070","의료법인 인산의료재단 자인플러스병원","-","2+, 3+, 4+","","","YD diagnostics","URiSCAN PRO+"
"-Glucose","CU-25-03","1000003241","청춘병원","1+","2+, 3+, 4+","","","YD diagnostics","Uriscan pro"
"-Glucose","CU-25-03","1000003248","목화병원","-","2+, 3+, 4+","","","Others","Others"
"-pH","CU-25-01","1000000859","상덕의원","5.0","5.5, 6.0, 6.5","","","Others","육안판독"
"-pH","CU-25-01","1000001168","누가외과연합의원","5.0","5.5, 6.0, 6.5","","","Others","Others"
"-pH","CU-25-01","1000001365","송호신 내과 의원","5.0","5.5, 6.0, 6.5","","","㈜디에프아이","디유리더 300"
"-pH","CU-25-01","1000001553","두암기독병원","8.5","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-01","1000001702","해군 2함대 의무대","5.0","5.5, 6.0, 6.5","","","Others","Others"
"-pH","CU-25-01","1000001837","김정백 내과","5.0","5.5, 6.0, 6.5","","","Abbott","육안판독"
"-pH","CU-25-01","1000001909","예일가정의학과의원","5.0","5.5, 6.0, 6.5","","","URIT Medical Electronic Co., Ltd.","URIT-50"
"-pH","CU-25-01","1000002232","우신향 병원","5.0","5.5, 6.0, 6.5","","","Others","Others"
"-pH","CU-25-01","1000002571","이준상내과","7.0","5.5, 6.0, 6.5","","","YD diagnostics","육안판독"
"-pH","CU-25-01","1000002640","기독내과의원","5.0","5.5, 6.0, 6.5","","","Abbott","육안판독"
"-pH","CU-25-01","1000003564","강한속내과유외과","5.0","5.5, 6.0, 6.5","","","Others","육안판독"
"-pH","CU-25-01","1000003592","굿프라임메디컬의원","5.0","5.5, 6.0, 6.5","","","㈜디에프아이","디유리더 R-600S"
"-pH","CU-25-02","1000000543","철원병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000000674","장호의료재단 녹동현대병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000000682","(의)대인의료재단 다니엘종합병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro2"
"-pH","CU-25-02","1000000799","힐링의료재단 옥천성모병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000000939","강서송도병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001083","익산연세요양병원","7.0","5.5, 6.0, 6.5","","","YD diagnostics","URiSCAN OPTIMAII"
"-pH","CU-25-02","1000001111","(의)중앙의료재단 CMI의원","5.0","5.5, 6.0, 6.5","","","Others","Others"
"-pH","CU-25-02","1000001202","영동병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001268","성요셉가정의학과의원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-02","1000001293","홍내과 의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan optima"
"-pH","CU-25-02","1000001307","행당외과영상의학과의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan optima"
"-pH","CU-25-02","1000001343","서천서해병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001359","서울영상의학과의원","5.5","6.0, 6.5, 7.0","","","㈜디에프아이","육안판독"
"-pH","CU-25-02","1000001417","가족사랑요양병원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-02","1000001478","건강성모의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001525","최원호병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001541","로즈마리병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001553","두암기독병원","8.5","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-02","1000001581","포항여성아이병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001680","해병대사령부 의무대","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001722","의료법인 지평의료재단 메가병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001737","바로본병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan optima"
"-pH","CU-25-02","1000001778","호성전주병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001837","김정백 내과","5.0","5.5, 6.0, 6.5","","","Abbott","육안판독"
"-pH","CU-25-02","1000001848","백봉력내과의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","육안판독"
"-pH","CU-25-02","1000001902","속초정요양병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000001936","의료법인태황의료재단","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002385","김내과의원","5.0","5.5, 6.0, 6.5","","","Eiken","육안판독"
"-pH","CU-25-02","1000002431","휴내과","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002531","세계로병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002606","의료법인 우리아이들의료재단 성북우리아이들병원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-02","1000002640","기독내과의원","5.0","5.5, 6.0, 6.5","","","Abbott","육안판독"
"-pH","CU-25-02","1000002697","새항운병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002741","정관일신기독병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002756","히즈메디 병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","1000002766","의료법인성원의료재단 영도참편한요양병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan optima"
"-pH","CU-25-02","1000002773","성모내과의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","육안판독"
"-pH","CU-25-02","1000002795","연세국민건강내과소아청소년과의원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter120 "
"-pH","CU-25-02","1000002921","오강렬내과의원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter720 "
"-pH","CU-25-02","1000002957","감천참편한요양병원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","육안판독"
"-pH","CU-25-02","1000003248","목화병원","7.0","5.5, 6.0, 6.5","","","Others","Others"
"-pH","CU-25-02","1000003592","굿프라임메디컬의원","5.0","6.0, 6.5, 7.0","","","㈜디에프아이","디유리더 R-600S"
"-pH","CU-25-02","1000003612","연세은혜내과의원","7.0","5.5, 6.0, 6.5","","","Abbott","UroMeter120 "
"-pH","CU-25-02","1000003613","송도센트럴내과의원","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-02","100000P098","양구군보건소","5.0","5.5, 6.0, 6.5","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000000825","광주한국병원","8.0","6.0, 6.5, 7.0","","","Roche","cobas u 411"
"-pH","CU-25-03","1000001307","행당외과영상의학과의원","5.0","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan optima"
"-pH","CU-25-03","1000001553","두암기독병원","8.5","6.0, 6.5, 7.0","","","Abbott","UroMeter720 "
"-pH","CU-25-03","1000001680","해병대사령부 의무대","5.0","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000001778","호성전주병원","5.5","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000001950","장편한내과의원","7.5","6.0, 6.5, 7.0","","","Abbott","육안판독"
"-pH","CU-25-03","1000002097","마산우리요양병원","8.0","6.5, 7.0, 7.5","","","Siemens Healthineers","CLINITEK Status®+ Urine Chemistry Analyzer"
"-pH","CU-25-03","1000002196","미래여성병원","5.5","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000002202","휴병원","5.0","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000002431","휴내과","5.5","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000002697","새항운병원","5.5","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000002756","히즈메디 병원","5.5","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","1000002915","경상북도립노인전문요양병원","6.0","6.5, 7.0, 7.5","","","Siemens Healthineers","CLINITEK Advantus® Urine Chemistry Analyzer"
"-pH","CU-25-03","1000003592","굿프라임메디컬의원","5.0","6.0, 6.5, 7.0","","","㈜디에프아이","디유리더 R-600S"
"-pH","CU-25-03","1000003622","휴메디병원 ","8.0","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
"-pH","CU-25-03","100000P098","양구군보건소","5.0","6.0, 6.5, 7.0","","","YD diagnostics","Uriscan pro"
